Team,Result,For,Aga,Diff,HTf,HTa,,Opposition,Ground,Match Date
Wales,lost,10,54,-44,3,24,,v Ireland,Lansdowne Road,03-Feb-02
Wales,lost,33,37,-4,19,24,,v France,Millennium Stadium,16-Feb-02
Wales,won,44,20,24,23,13,,v Italy,Millennium Stadium,02-Mar-02
Wales,lost,10,50,-40,3,19,,v England,Twickenham,23-Mar-02
Wales,lost,22,27,-5,9,15,,v Scotland,Millennium Stadium,06-Apr-02
Wales,lost,19,34,-15,11,15,,v South Africa,Bloemfontein,08-Jun-02
Wales,lost,8,19,-11,3,8,,v South Africa,Cape Town,15-Jun-02
Wales,won,40,3,37,12,0,,v Romania,Wrexham,01-Nov-02
Wales,won,58,14,44,27,0,,v Fiji,Millennium Stadium,09-Nov-02
Wales,won,32,21,11,22,12,,v Canada,Millennium Stadium,16-Nov-02
Wales,lost,17,43,-26,10,9,,v New Zealand,Millennium Stadium,23-Nov-02
Wales,lost,22,30,-8,17,20,,v Italy,Rome,15-Feb-03
Wales,lost,9,26,-17,6,9,,v England,Millennium Stadium,22-Feb-03
Wales,lost,22,30,-8,10,20,,v Scotland,Murrayfield,08-Mar-03
Wales,lost,24,25,-1,7,14,,v Ireland,Millennium Stadium,22-Mar-03
Wales,lost,5,33,-28,5,10,,v France,Stade de France,29-Mar-03
Wales,lost,10,30,-20,3,18,,v Australia,Sydney,14-Jun-03
Wales,lost,3,55,-52,3,17,,v New Zealand,Hamilton,21-Jun-03
Wales,lost,12,35,-23,5,14,,v Ireland,Lansdowne Road,16-Aug-03
Wales,lost,9,43,-34,9,16,,v England,Millennium Stadium,23-Aug-03
Wales,won,54,8,46,30,8,,v Romania,Wrexham,27-Aug-03
Wales,won,23,9,14,12,6,,v Scotland,Millennium Stadium,30-Aug-03
Wales,won,41,10,31,20,3,,v Canada,Melbourne,12-Oct-03
Wales,won,27,20,7,14,10,,v Tonga,Canberra,19-Oct-03
Wales,won,27,15,12,20,9,,v Italy,Canberra,25-Oct-03
Wales,lost,37,53,-16,24,28,,v New Zealand,Sydney,02-Nov-03
Wales,lost,17,28,-11,10,3,,v England,Brisbane,09-Nov-03
Wales,won,23,10,13,18,3,,v Scotland,Millennium Stadium,14-Feb-04
Wales,lost,15,36,-21,3,24,,v Ireland,Lansdowne Road,22-Feb-04
Wales,lost,22,29,-7,12,13,,v France,Millennium Stadium,07-Mar-04
Wales,lost,21,31,-10,9,16,,v England,Twickenham,20-Mar-04
Wales,won,44,10,34,16,0,,v Italy,Millennium Stadium,27-Mar-04
Wales,lost,44,50,-6,9,19,,v Argentina,Tucuman,12-Jun-04
Wales,won,35,20,15,25,0,,v Argentina,Buenos Aires,19-Jun-04
Wales,lost,18,53,-35,6,27,,v South Africa,Pretoria,26-Jun-04
Wales,lost,36,38,-2,12,23,,v South Africa,Millennium Stadium,06-Nov-04
Wales,won,66,7,59,35,7,,v Romania,Millennium Stadium,12-Nov-04
Wales,lost,25,26,-1,14,13,,v New Zealand,Millennium Stadium,20-Nov-04
Wales,won,98,0,98,56,0,,v Japan,Millennium Stadium,26-Nov-04
Wales,won,11,9,2,8,3,,v England,Millennium Stadium,05-Feb-05
Wales,won,38,8,30,19,5,,v Italy,Rome,12-Feb-05
Wales,won,24,18,6,6,15,,v France,Stade de France,26-Feb-05
Wales,won,46,22,24,38,3,,v Scotland,Murrayfield,13-Mar-05
Wales,won,32,20,12,16,6,,v Ireland,Millennium Stadium,19-Mar-05
Wales,won,77,3,74,42,3,,v USA,Hartford,04-Jun-05
Wales,won,60,3,57,15,3,,v Canada,Toronto,11-Jun-05
Wales,lost,3,41,-38,3,13,,v New Zealand,Millennium Stadium,05-Nov-05
Wales,won,11,10,1,0,7,,v Fiji,Millennium Stadium,11-Nov-05
Wales,lost,16,33,-17,6,11,,v South Africa,Millennium Stadium,19-Nov-05
Wales,won,24,22,2,6,7,,v Australia,Millennium Stadium,26-Nov-05
Wales,lost,13,47,-34,10,15,,v England,Twickenham,04-Feb-06
Wales,won,28,18,10,14,6,,v Scotland,Millennium Stadium,12-Feb-06
Wales,lost,5,31,-26,5,11,,v Ireland,Lansdowne Road,26-Feb-06
Wales,draw,18,18,0,15,15,,v Italy,Millennium Stadium,11-Mar-06
Wales,lost,16,21,-5,13,6,,v France,Millennium Stadium,18-Mar-06
Wales,lost,25,27,-2,12,20,,v Argentina,Puerto Madryn,11-Jun-06
Wales,lost,27,45,-18,6,16,,v Argentina,Buenos Aires,17-Jun-06
Wales,draw,29,29,0,16,17,,v Australia,Millennium Stadium,04-Nov-06
Wales,won,38,20,18,31,5,,v Pacific Is,Millennium Stadium,11-Nov-06
Wales,won,61,26,35,28,12,,v Canada,Millennium Stadium,17-Nov-06
Wales,lost,10,45,-35,3,28,,v New Zealand,Millennium Stadium,25-Nov-06
Wales,lost,9,19,-10,9,12,,v Ireland,Millennium Stadium,04-Feb-07
Wales,lost,9,21,-12,6,9,,v Scotland,Murrayfield,10-Feb-07
Wales,lost,21,32,-11,14,23,,v France,Stade de France,24-Feb-07
Wales,lost,20,23,-3,7,13,,v Italy,Rome,10-Mar-07
Wales,won,27,18,9,18,15,,v England,Millennium Stadium,17-Mar-07
Wales,lost,23,29,-6,17,12,,v Australia,Sydney,26-May-07
Wales,lost,0,31,-31,0,6,,v Australia,Brisbane,02-Jun-07
Wales,lost,5,62,-57,0,22,,v England,Twickenham,04-Aug-07
Wales,won,27,20,7,24,7,,v Argentina,Millennium Stadium,18-Aug-07
Wales,lost,7,34,-27,7,17,,v France,Millennium Stadium,26-Aug-07
Wales,won,42,17,25,9,12,,v Canada,Nantes,09-Sep-07
Wales,lost,20,32,-12,3,25,,v Australia,Millennium Stadium,15-Sep-07
Wales,won,72,18,54,29,11,,v Japan,Millennium Stadium,20-Sep-07
Wales,lost,34,38,-4,10,25,,v Fiji,Nantes,29-Sep-07
Wales,lost,12,34,-22,5,22,,v South Africa,Millennium Stadium,24-Nov-07
Wales,won,26,19,7,6,16,,v England,Twickenham,02-Feb-08
Wales,won,30,15,15,10,6,,v Scotland,Millennium Stadium,09-Feb-08
Wales,won,47,8,39,13,8,,v Italy,Millennium Stadium,23-Feb-08
Wales,won,16,12,4,3,6,,v Ireland,Croke Park,08-Mar-08
Wales,won,29,12,17,9,6,,v France,Millennium Stadium,15-Mar-08
Wales,lost,17,43,-26,10,22,,v South Africa,Bloemfontein,07-Jun-08
Wales,lost,21,37,-16,15,17,,v South Africa,Pretoria,14-Jun-08
Wales,lost,15,20,-5,3,13,,v South Africa,Millennium Stadium,08-Nov-08
Wales,won,34,13,21,10,6,,v Canada,Millennium Stadium,14-Nov-08
Wales,lost,9,29,-20,9,6,,v New Zealand,Millennium Stadium,22-Nov-08
Wales,won,21,18,3,15,10,,v Australia,Millennium Stadium,29-Nov-08
Wales,won,26,13,13,16,3,,v Scotland,Murrayfield,08-Feb-09
Wales,won,23,15,8,9,8,,v England,Millennium Stadium,14-Feb-09
Wales,lost,16,21,-5,13,13,,v France,Stade de France,27-Feb-09
Wales,won,20,15,5,7,9,,v Italy,Rome,14-Mar-09
Wales,lost,15,17,-2,6,0,,v Ireland,Millennium Stadium,21-Mar-09
Wales,won,32,23,9,16,9,,v Canada,Toronto,30-May-09
Wales,won,48,15,33,27,3,,v USA,Chicago,06-Jun-09
Wales,lost,12,19,-7,6,6,,v New Zealand,Millennium Stadium,07-Nov-09
Wales,won,17,13,4,11,6,,v Samoa,Millennium Stadium,13-Nov-09
Wales,won,33,16,17,13,3,,v Argentina,Millennium Stadium,21-Nov-09
Wales,lost,12,33,-21,12,23,,v Australia,Millennium Stadium,28-Nov-09
Wales,lost,17,30,-13,3,13,,v England,Twickenham,06-Feb-10
Wales,won,31,24,7,9,18,,v Scotland,Millennium Stadium,13-Feb-10
Wales,lost,20,26,-6,0,20,,v France,Millennium Stadium,26-Feb-10
Wales,lost,12,27,-15,6,16,,v Ireland,Croke Park,13-Mar-10
Wales,won,33,10,23,12,0,,v Italy,Millennium Stadium,20-Mar-10
Wales,lost,31,34,-3,16,14,,v South Africa,Millennium Stadium,05-Jun-10
Wales,lost,9,42,-33,9,15,,v New Zealand,Dunedin,19-Jun-10
Wales,lost,10,29,-19,3,13,,v New Zealand,Hamilton,26-Jun-10
Wales,lost,16,25,-9,6,7,,v Australia,Millennium Stadium,06-Nov-10
Wales,lost,25,29,-4,17,9,,v South Africa,Millennium Stadium,13-Nov-10
Wales,draw,16,16,0,6,13,,v Fiji,Millennium Stadium,19-Nov-10
Wales,lost,25,37,-12,9,13,,v New Zealand,Millennium Stadium,27-Nov-10
Wales,lost,19,26,-7,6,13,,v England,Millennium Stadium,04-Feb-11
Wales,won,24,6,18,16,3,,v Scotland,Murrayfield,12-Feb-11
Wales,won,24,16,8,21,11,,v Italy,Rome,26-Feb-11
Wales,won,19,13,6,9,13,,v Ireland,Millennium Stadium,12-Mar-11
Wales,lost,9,28,-19,3,11,,v France,Stade de France,19-Mar-11
Wales,lost,28,31,-3,14,19,,v Barbarians,Millennium Stadium,04-Jun-11
Wales,lost,19,23,-4,7,13,,v England,Twickenham,06-Aug-11
Wales,won,19,9,10,6,6,,v England,Millennium Stadium,13-Aug-11
Wales,won,28,13,15,14,3,,v Argentina,Millennium Stadium,20-Aug-11
Wales,lost,16,17,-1,6,10,,v South Africa,Wellington,11-Sep-11
Wales,won,17,10,7,6,10,,v Samoa,Hamilton,18-Sep-11
Wales,won,81,7,74,22,0,,v Namibia,New Plymouth,26-Sep-11
Wales,won,66,0,66,31,0,,v Fiji,Hamilton,02-Oct-11
Wales,won,22,10,12,10,3,,v Ireland,Wellington,08-Oct-11
Wales,lost,8,9,-1,3,6,,v France,Auckland,15-Oct-11
Wales,lost,18,21,-3,3,7,,v Australia,Auckland,21-Oct-11
Wales,lost,18,24,-6,6,3,,v Australia,Millennium Stadium,03-Dec-11
Wales,won,23,21,2,5,10,,v Ireland,Lansdowne Road,05-Feb-12
Wales,won,27,13,14,3,3,,v Scotland,Millennium Stadium,12-Feb-12
Wales,won,19,12,7,6,9,,v England,Twickenham,25-Feb-12
Wales,won,24,3,21,9,3,,v Italy,Millennium Stadium,10-Mar-12
Wales,won,16,9,7,10,3,,v France,Millennium Stadium,17-Mar-12
Wales,won,30,21,9,13,14,,v Barbarians,Millennium Stadium,02-Jun-12
Wales,lost,19,27,-8,3,10,,v Australia,Brisbane,09-Jun-12
Wales,lost,23,25,-2,7,13,,v Australia,Melbourne,16-Jun-12
Wales,lost,19,20,-1,9,12,,v Australia,Sydney,23-Jun-12
Wales,lost,12,26,-14,9,6,,v Argentina,Millennium Stadium,10-Nov-12
Wales,lost,19,26,-7,13,10,,v Samoa,Millennium Stadium,16-Nov-12
Wales,lost,10,33,-23,0,23,,v New Zealand,Millennium Stadium,24-Nov-12
Wales,lost,12,14,-2,6,9,,v Australia,Millennium Stadium,01-Dec-12
Wales,lost,22,30,-8,3,23,,v Ireland,Millennium Stadium,02-Feb-13
Wales,won,16,6,10,3,3,,v France,Stade de France,09-Feb-13
Wales,won,26,9,17,9,6,,v Italy,Rome,23-Feb-13
Wales,won,28,18,10,13,12,,v Scotland,Murrayfield,09-Mar-13
Wales,won,30,3,27,9,3,,v England,Millennium Stadium,16-Mar-13
Wales,won,22,18,4,6,11,,v Japan,Osaka,08-Jun-13
Wales,lost,8,23,-15,3,6,,v Japan,Tokyo,15-Jun-13
Wales,lost,15,24,-9,12,17,,v South Africa,Millennium Stadium,09-Nov-13
Wales,won,40,6,34,23,3,,v Argentina,Millennium Stadium,16-Nov-13
Wales,won,17,7,10,17,7,,v Tonga,Millennium Stadium,22-Nov-13
Wales,lost,26,30,-4,16,17,,v Australia,Millennium Stadium,30-Nov-13
Wales,won,23,15,8,17,3,,v Italy,Millennium Stadium,01-Feb-14
Wales,lost,3,26,-23,0,13,,v Ireland,Lansdowne Road,08-Feb-14
Wales,won,27,6,21,20,6,,v France,Millennium Stadium,21-Feb-14
Wales,lost,18,29,-11,15,20,,v England,Twickenham,09-Mar-14
Wales,won,51,3,48,27,3,,v Scotland,Millennium Stadium,15-Mar-14
Wales,lost,16,38,-22,9,28,,v South Africa,Durban,14-Jun-14
Wales,lost,30,31,-1,17,14,,v South Africa,Nelspruit,21-Jun-14
Wales,lost,28,33,-5,21,21,,v Australia,Millennium Stadium,08-Nov-14
Wales,won,17,13,4,17,6,,v Fiji,Millennium Stadium,15-Nov-14
Wales,lost,16,34,-18,3,3,,v New Zealand,Millennium Stadium,22-Nov-14
Wales,won,12,6,6,3,3,,v South Africa,Millennium Stadium,29-Nov-14
Wales,lost,16,21,-5,16,8,,v England,Millennium Stadium,06-Feb-15
Wales,won,26,23,3,16,10,,v Scotland,Murrayfield,15-Feb-15
Wales,won,20,13,7,6,3,,v France,Stade de France,28-Feb-15
Wales,won,23,16,7,15,9,,v Ireland,Millennium Stadium,14-Mar-15
Wales,won,61,20,41,14,13,,v Italy,Rome,21-Mar-15
Wales,lost,21,35,-14,7,25,,v Ireland,Millennium Stadium,08-Aug-15
Wales,won,16,10,6,10,10,,v Ireland,Lansdowne Road,29-Aug-15
Wales,won,23,19,4,8,11,,v Italy,Millennium Stadium,05-Sep-15
Wales,won,54,9,45,28,9,,v Uruguay,Millennium Stadium,20-Sep-15
Wales,won,28,25,3,9,16,,v England,Twickenham,26-Sep-15
Wales,won,23,13,10,17,6,,v Fiji,Millennium Stadium,01-Oct-15
Wales,lost,6,15,-9,6,9,,v Australia,Twickenham,10-Oct-15
Wales,lost,19,23,-4,13,12,,v South Africa,Twickenham,17-Oct-15
Wales,draw,16,16,0,10,13,,v Ireland,Lansdowne Road,07-Feb-16
Wales,won,27,23,4,10,13,,v Scotland,Millennium Stadium,13-Feb-16
Wales,won,19,10,9,6,3,,v France,Millennium Stadium,26-Feb-16
Wales,lost,21,25,-4,0,16,,v England,Twickenham,12-Mar-16
Wales,won,67,14,53,27,0,,v Italy,Millennium Stadium,19-Mar-16
Wales,lost,13,27,-14,13,10,,v England,Twickenham,29-May-16
Wales,lost,21,39,-18,18,15,,v New Zealand,Auckland,11-Jun-16
Wales,lost,22,36,-14,10,10,,v New Zealand,Wellington,18-Jun-16
Wales,lost,6,46,-40,6,18,,v New Zealand,Dunedin,25-Jun-16
Wales,lost,8,32,-24,3,20,,v Australia,Millennium Stadium,05-Nov-16
Wales,won,24,20,4,6,3,,v Argentina,Millennium Stadium,12-Nov-16
Wales,won,33,30,3,14,13,,v Japan,Millennium Stadium,19-Nov-16
Wales,won,27,13,14,12,6,,v South Africa,Millennium Stadium,26-Nov-16
Wales,won,33,7,26,3,7,,v Italy,Rome,05-Feb-17
Wales,lost,16,21,-5,13,8,,v England,Millennium Stadium,11-Feb-17
Wales,lost,13,29,-16,13,9,,v Scotland,Murrayfield,25-Feb-17
Wales,won,22,9,13,8,6,,v Ireland,Millennium Stadium,10-Mar-17
Wales,lost,18,20,-2,9,10,,v France,Stade de France,18-Mar-17
Wales,won,24,6,18,8,3,,v Tonga,Auckland,16-Jun-17
Wales,won,19,17,2,9,10,,v Samoa,Apia,23-Jun-17
Wales,lost,21,29,-8,13,22,,v Australia,Millennium Stadium,11-Nov-17
Wales,won,13,6,7,10,3,,v Georgia,Millennium Stadium,18-Nov-17
Wales,lost,18,33,-15,11,12,,v New Zealand,Millennium Stadium,25-Nov-17
Wales,won,24,22,2,21,10,,v South Africa,Millennium Stadium,02-Dec-17
Wales,won,34,7,27,14,0,,v Scotland,Millennium Stadium,03-Feb-18
Wales,lost,6,12,-6,3,12,,v England,Twickenham,10-Feb-18
Wales,lost,27,37,-10,13,15,,v Ireland,Lansdowne Road,24-Feb-18
Wales,won,38,14,24,17,7,,v Italy,Millennium Stadium,11-Mar-18
Wales,won,14,13,1,14,10,,v France,Millennium Stadium,17-Mar-18
Wales,won,22,20,2,14,3,,v South Africa,Washington DC,02-Jun-18
Wales,won,23,10,13,17,3,,v Argentina,San Juan,09-Jun-18
Wales,won,30,12,18,19,5,,v Argentina,Santa Fe,16-Jun-18
Wales,won,21,10,11,14,10,,v Scotland,Millennium Stadium,03-Nov-18
Wales,won,9,6,3,3,3,,v Australia,Millennium Stadium,10-Nov-18
Wales,won,74,24,50,24,17,,v Tonga,Millennium Stadium,17-Nov-18
Wales,won,20,11,9,14,3,,v South Africa,Millennium Stadium,24-Nov-18
Wales,won,24,19,5,0,16,,v France,Stade de France,01-Feb-19
Wales,won,26,15,11,12,7,,v Italy,Rome,09-Feb-19
Wales,won,21,13,8,3,10,,v England,Millennium Stadium,23-Feb-19
Wales,won,18,11,7,15,6,,v Scotland,Murrayfield,09-Mar-19
Wales,won,25,7,18,16,0,,v Ireland,Millennium Stadium,16-Mar-19
Wales,lost,19,33,-14,7,21,,v England,Twickenham,11-Aug-19
Wales,won,13,6,7,10,0,,v England,Millennium Stadium,17-Aug-19
Wales,lost,17,22,-5,3,15,,v Ireland,Millennium Stadium,31-Aug-19
Wales,lost,10,19,-9,10,7,,v Ireland,Lansdowne Road,07-Sep-19
Wales,won,43,14,29,29,0,,v Georgia,Aichi,23-Sep-19
Wales,won,29,25,4,23,8,,v Australia,Tokyo,29-Sep-19
Wales,won,29,17,12,14,10,,v Fiji,Oita,09-Oct-19
Wales,won,35,13,22,7,6,,v Uruguay,Kumamoto,13-Oct-19
Wales,won,20,19,1,10,19,,v France,Oita,20-Oct-19
Wales,lost,16,19,-3,6,9,,v South Africa,Yokohama,27-Oct-19
Wales,lost,17,40,-23,10,28,,v New Zealand,Tokyo,01-Nov-19
Wales,lost,14,24,-10,7,12,,v Ireland,Lansdowne Road,09-Feb-20